0,project,baseline_type,compare_type
<Operation Insert: Mcom.google.cloud.tools.io.FileUtil$1>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkVersionPreRelease$PreReleaseSegment>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.managedcloudsdk.install.TarGzExtractorProvider>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration$Builder to com.google.cloud.tools.libraries.json.CloudLibraryClient>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration$1 to com.google.cloud.tools.libraries.json.CloudLibraryClientMavenCoordinates>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.StopConfiguration$Builder to com.google.cloud.tools.managedcloudsdk.ManagedCloudSdk>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.AppYamlProjectStageConfiguration$1 to com.google.cloud.tools.managedcloudsdk.ManagedCloudSdk$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.AppYamlProjectStageConfiguration$Builder to com.google.cloud.tools.managedcloudsdk.ManagedSdkVersionMismatchException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.DeployProjectConfigurationConfiguration$Builder to com.google.cloud.tools.managedcloudsdk.ManagedSdkVerificationException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.DeployProjectConfigurationConfiguration$1 to com.google.cloud.tools.managedcloudsdk.UnsupportedOsException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.RunConfiguration$Builder to com.google.cloud.tools.managedcloudsdk.components.SdkComponent>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.managedcloudsdk.ManagedCloudSdk>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.RunConfiguration$1 to com.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.VersionsListConfiguration$Builder to com.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.VersionsListConfiguration$1 to com.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.libraries.json.CloudLibraryClient>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.DeployConfiguration$1 to com.google.cloud.tools.appengine.configuration.GenRepoInfoFileConfiguration>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.appengine.configuration.DeployConfiguration$Builder to com.google.cloud.tools.appengine.configuration.GenRepoInfoFileConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Insert: com.google.cloud.tools.appengine.configuration.GenRepoInfoFileConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.GenRepoInfoFileConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkOutOfDateException>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.VersionsListConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.appengine.configuration>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.appengine>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.project.AppYaml to com.google.cloud.tools.appengine.configuration.DeployConfiguration>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.project.ServiceNameValidator to com.google.cloud.tools.appengine.configuration.DeployConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.project.ProjectIdValidator to com.google.cloud.tools.appengine.configuration.DeployConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Update: Mcom.google.cloud.tools.project to Mcom.google.cloud.tools.appengine.configuration.DeployConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.io.FileUtil to com.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkComponent>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.io.FilePermissions to com.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkComponent$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.io.FileUtil$1 to com.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkComponent$State>,aep-core-0.10.0,original,hmd
<Operation Update: Mcom.google.cloud.tools.io to Mcom.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkComponent$1>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkVersionFileNotFoundException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.OsInfo to com.google.cloud.tools.managedcloudsdk.command.AsyncStreamHandlerFactory>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.OsInfo$Name to com.google.cloud.tools.managedcloudsdk.command.CommandRunner>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.OsInfo$Architecture to com.google.cloud.tools.managedcloudsdk.install.Installer>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.UnsupportedOsException to com.google.cloud.tools.managedcloudsdk.ConsoleListener>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.BadCloudSdkVersionException to com.google.cloud.tools.managedcloudsdk.process.AsyncStreamHandler>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ChildProgressListener to com.google.cloud.tools.managedcloudsdk.command.AsyncStreamHandlerFactory$ConsoleListenerForwardingByteHandler>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.managedcloudsdk.command.AsyncStreamHandlerFactory>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ProgressListener to com.google.cloud.tools.appengine.configuration.AppYamlProjectStageConfiguration>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ManagedCloudSdk$1 to com.google.cloud.tools.appengine.configuration.AppYamlProjectStageConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ManagedCloudSdk to com.google.cloud.tools.appengine.configuration.AppYamlProjectStageConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ManagedSdkVersionMismatchException to com.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkVersionFileException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ManagedSdkVerificationException to com.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkVersionFileParseException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.Version to com.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkVersionFileNotFoundException>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkVersionFileParseException>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.AppYamlProjectStageConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.VersionsListConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.ConsoleListener to com.google.cloud.tools.appengine.configuration.RunConfiguration>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.SdkComponent to com.google.cloud.tools.appengine.configuration.RunConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.SdkComponentInstaller to com.google.cloud.tools.appengine.configuration.RunConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.SdkUpdater to com.google.cloud.tools.appengine.operations.DevServers>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.BundledPythonCopier to com.google.cloud.tools.appengine.operations.DevAppServerRunner>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.SdkComponentInstaller$1 to com.google.cloud.tools.appengine.operations.DevServers$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.WindowsBundledPythonCopier to com.google.cloud.tools.appengine.operations.DevServers$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.components.SdkUpdater$1 to com.google.cloud.tools.appengine.operations.DevAppServerRunner$Factory>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.DevServers$Builder>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.managedcloudsdk.components>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.SdkInstaller to com.google.cloud.tools.appengine.operations.cloudsdk.serialization.AppEngineDeployResult>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.FileResourceProviderFactory to com.google.cloud.tools.appengine.operations.cloudsdk.serialization.AppEngineDeployResult$Version>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.ExtractorFactory to com.google.cloud.tools.appengine.operations.cloudsdk.JsonParseException>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.serialization.AppEngineDeployResult$Version>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.RunConfiguration$Builder>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.libraries.CloudLibraries$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.DownloaderFactory to com.google.cloud.tools.appengine.operations.GcloudRunner$Factory>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.InstallerFactory to com.google.cloud.tools.appengine.operations.Gcloud>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.UnknownArchiveTypeException to com.google.cloud.tools.appengine.operations.Auth>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.FileResourceProvider to com.google.cloud.tools.appengine.operations.cloudsdk.process.ProcessHandlerException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.Downloader to com.google.cloud.tools.appengine.operations.GenRepoInfoFile>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.SdkInstallerException to com.google.cloud.tools.appengine.operations.Gcloud$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.Extractor to com.google.cloud.tools.appengine.operations.Gcloud$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.Installer to com.google.cloud.tools.appengine.operations.cloudsdk.internal.args.GcloudArgs>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.TarGzExtractorProvider to com.google.cloud.tools.appengine.operations.cloudsdk.process.ProcessHandler>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.ExtractorProvider to com.google.cloud.tools.appengine.operations.GcloudRunner>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.PosixUtil to com.google.cloud.tools.appengine.operations.Deployment>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.InstallScriptProvider to com.google.cloud.tools.appengine.operations.Versions>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.GcloudRunner>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.ZipExtractorProvider to com.google.cloud.tools.libraries.CloudLibraries$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.WindowsInstallScriptProvider to com.google.cloud.tools.libraries.CloudLibraries>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.FileResourceProviderFactory$1 to com.google.cloud.tools.libraries.json.CloudLibrary>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.UnixInstallScriptProvider to com.google.cloud.tools.appengine.operations.AppYamlProjectStaging$CopyService>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.install.InstallerFactory$1 to com.google.cloud.tools.appengine.operations.AppYamlProjectStaging>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.managedcloudsdk.install>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.CommandCaller to com.google.cloud.tools.project.AppYaml>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.AppYamlProjectStaging$CopyService>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.libraries.CloudLibraries>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.CommandExecutionException to com.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkVersion>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.CommandExitException to com.google.cloud.tools.appengine.operations.cloudsdk.CloudSdkOutOfDateException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.CommandRunner to com.google.cloud.tools.appengine.operations.AppCfg>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.AsyncStreamSaver to com.google.cloud.tools.appengine.operations.AppEngineWebXmlProjectStaging>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.AsyncStreamSaverFactory$CollectingByteHandler to com.google.cloud.tools.appengine.operations.AppCfgRunner>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.ByteHandler to com.google.cloud.tools.appengine.operations.AppCfg$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.AsyncStreamSaverFactory to com.google.cloud.tools.appengine.operations.cloudsdk.internal.process.ProcessBuilderFactory>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.AsyncStreamHandlerFactory$ConsoleListenerForwardingByteHandler to com.google.cloud.tools.appengine.operations.AppCfgRunner$Factory>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.AppCfg$Builder>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.AsyncStreamHandlerFactory to com.google.cloud.tools.managedcloudsdk.install.InstallerFactory>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.command.AsyncByteConsumer to com.google.cloud.tools.managedcloudsdk.install.UnixInstallScriptProvider>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.managedcloudsdk.command>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.process.AsyncStreamHandler to com.google.cloud.tools.managedcloudsdk.install.InstallerFactory$1>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.process.ProcessExecutor to com.google.cloud.tools.managedcloudsdk.install.InstallScriptProvider>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.managedcloudsdk.process.ProcessExecutor$ProcessBuilderFactory to com.google.cloud.tools.managedcloudsdk.install.WindowsInstallScriptProvider>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.managedcloudsdk.install.InstallerFactory$1>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.serialization.CloudSdkVersion>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.operations.cloudsdk.internal.process.ExitCodeRecorderProcessExitListener>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.managedcloudsdk.process>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.managedcloudsdk>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.libraries.CloudLibraries$1 to com.google.cloud.tools.appengine.operations.cloudsdk.process.NonZeroExceptionExitListener>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.libraries.CloudLibraries to com.google.cloud.tools.appengine.AppEngineException>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.libraries.json.CloudLibrary to com.google.cloud.tools.appengine.AppEngineDescriptor>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.libraries.json.CloudLibraryClientMavenCoordinates to com.google.cloud.tools.appengine.operations.DevServer>,aep-core-0.10.0,original,hmd
<Operation Update: com.google.cloud.tools.libraries.json.CloudLibraryClient to com.google.cloud.tools.appengine.operations.cloudsdk.InvalidJavaSdkException>,aep-core-0.10.0,original,hmd
<Operation Insert: com.google.cloud.tools.appengine.operations.cloudsdk.AppEngineJavaComponentsNotInstalledException>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools.libraries.json>,aep-core-0.10.0,original,hmd
<Operation Update: Mcom.google.cloud.tools.libraries to Mcom.google.cloud.tools.appengine.operations.DevServer>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.managedcloudsdk.ProgressListener>,aep-core-0.10.0,original,hmd
<Operation Insert: Mcom.google.cloud.tools.appengine.configuration.AppEngineWebXmlProjectStageConfiguration$1>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud.tools>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google.cloud>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom.google>,aep-core-0.10.0,original,hmd
<Operation Remove: Mcom>,aep-core-0.10.0,original,hmd
<Operation Match: root to root>,aep-core-0.10.0,original,hmd
